,time_step,outcome_type,stimulus,outcome,stage
163,296535,C1S9,1,3,reverse
164,303696,C1S8,0,2,reverse
165,312231,C1S9,1,3,reverse
166,321032,C1S8,0,2,reverse
167,328525,C1S8,0,2,reverse
168,337413,C1S9,1,3,reverse
169,346068,C1S9,1,3,reverse
170,354363,C1S9,1,3,reverse
171,362884,C1S9,1,3,reverse
172,370708,C1S8,0,2,reverse
173,378271,C1S9,1,3,reverse
174,386632,C1S9,1,3,reverse
175,393693,C1S9,1,3,reverse
176,402538,C1S8,0,2,reverse
177,409833,C1S8,0,2,reverse
178,417378,C1S8,0,2,reverse
179,424410,C1S9,1,3,reverse
180,432390,C1S8,0,2,reverse
181,440095,C1S9,1,3,reverse
182,448651,C1S9,1,3,reverse
183,457218,C1S8,0,2,reverse
184,465813,C1S9,1,3,reverse
185,473865,C1S8,0,2,reverse
186,482524,C1S9,1,3,reverse
187,490660,C1S8,0,2,reverse
188,499418,C1S9,1,3,reverse
189,506781,C1S8,0,2,reverse
190,515659,C1S8,0,2,reverse
191,523376,C1S8,0,2,reverse
192,532134,C1S9,1,3,reverse
193,541081,C1S8,0,2,reverse
194,548545,C1S9,1,3,reverse
195,557185,C1S9,1,3,reverse
196,565624,C1S8,0,2,reverse
197,573674,C1S8,0,2,reverse
198,580675,C1S9,1,3,reverse
199,589157,C1S9,1,3,reverse
200,598026,C1S9,1,3,reverse
201,605612,C1S8,0,2,reverse
202,613687,C1S9,1,3,reverse
203,621413,C1S8,0,2,reverse
204,629554,C1S9,1,3,reverse
205,636937,C1S8,0,2,reverse
206,644522,C1S8,0,2,reverse
207,652473,C1S9,1,3,reverse
208,661309,C1S8,0,2,reverse
209,668839,C1S9,1,3,reverse
210,677629,C1S8,0,2,reverse
211,685813,C1S8,0,2,reverse
212,693877,C1S8,0,2,reverse
213,701660,C1S9,1,3,reverse
214,709973,C1S8,0,2,reverse
215,718463,C1S8,0,2,reverse
216,726257,C1S8,0,2,reverse
217,733336,C1S9,1,3,reverse
218,740938,C1S8,0,2,reverse
219,748657,C1S9,1,3,reverse
220,757537,C1S9,1,3,reverse
221,765896,C1S9,1,3,reverse
222,774509,C1S8,0,2,reverse
223,781855,C1S9,1,3,reverse
224,789680,C1S9,1,3,reverse
225,797460,C1S8,0,2,reverse
226,805053,C1S8,0,2,reverse
227,812939,C1S8,0,2,reverse
228,818171,C1S10,1,4,reverse
229,834051,C1S8,0,2,reverse
230,842023,C1S9,1,3,reverse
231,850900,C1S9,1,3,reverse
232,859551,C1S9,1,3,reverse
233,868493,C1S9,1,3,reverse
234,876966,C1S9,1,3,reverse
235,885424,C1S9,1,3,reverse
236,893169,C1S9,1,3,reverse
237,900822,C1S9,1,3,reverse
238,909384,C1S9,1,3,reverse
239,917553,C1S8,0,2,reverse
240,925710,C1S9,1,3,reverse
241,934153,C1S9,1,3,reverse
242,942771,C1S8,0,2,reverse
