,start_time,end_time,choice_type,reward_type,outcome
61,554.372,554.683,1.0,1.0,2
62,561.406,562.85,1.0,1.0,2
63,570.333,570.411,1.0,1.0,2
64,577.425,577.702,1.0,1.0,2
65,585.388,586.981,1.0,1.0,2
66,594.389,594.413,1.0,1.0,2
67,601.07,603.678,1.0,1.0,2
68,610.018,611.445,1.0,1.0,2
69,617.814,617.815,1.0,1.0,2
70,624.124,624.753,1.0,0.0,1
71,629.948,630.513,1.0,1.0,2
72,638.433,640.509,1.0,1.0,2
73,646.862,646.873,1.0,1.0,2
74,654.176,654.46,2.0,1.0,4
75,662.185,662.187,2.0,1.0,4
76,669.412,671.448,1.0,1.0,2
77,679.344,680.933,1.0,1.0,2
78,689.395,689.815,1.0,1.0,2
79,696.56,699.203,1.0,1.0,2
80,706.493,707.669,1.0,1.0,2
81,714.399,716.676,1.0,1.0,2
82,723.533,730.396,1.0,0.0,1
83,736.183,738.799,1.0,1.0,2
84,746.169,746.598,1.0,1.0,2
85,753.737,753.739,2.0,0.0,3
86,759.05,760.747,2.0,0.0,3
87,765.105,768.885,1.0,1.0,2
88,775.768,775.855,1.0,1.0,2
89,783.138,783.139,1.0,1.0,2
90,790.808,794.288,1.0,1.0,2
91,802.2,803.137,1.0,0.0,1
92,807.371,807.373,1.0,1.0,2
93,815.083,816.12,2.0,0.0,3
94,822.133,823.385,1.0,1.0,2
95,830.525,831.824,2.0,1.0,4
96,838.971,839.395,1.0,1.0,2
97,846.226,847.066,1.0,1.0,2
98,854.865,856.997,1.0,1.0,2
99,863.38,863.382,2.0,0.0,3
100,868.431,868.432,1.0,0.0,1
101,874.0,875.585,1.0,1.0,2
102,881.837,883.988,1.0,1.0,2
103,891.184,892.167,1.0,1.0,2
104,899.204,901.176,1.0,1.0,2
105,908.658,909.452,1.0,1.0,2
106,916.699,916.774,1.0,1.0,2
107,924.883,927.026,1.0,0.0,1
108,932.442,934.085,2.0,1.0,4
109,940.206,940.907,1.0,1.0,2
110,958.742,963.805,1.0,1.0,2
111,971.828,973.677,1.0,1.0,2
112,980.201,981.371,2.0,0.0,3
113,985.824,987.148,1.0,1.0,2
114,994.17,994.98,1.0,1.0,2
115,1001.301,1006.125,1.0,1.0,2
116,1014.106,1014.464,1.0,1.0,2
117,1020.605,1026.405,1.0,1.0,2
118,1032.966,1033.665,1.0,1.0,2
119,1039.828,1041.593,1.0,1.0,2
120,1049.323,1049.329,1.0,1.0,2
121,1057.354,1058.464,1.0,0.0,1
122,1064.051,1064.129,1.0,1.0,2
123,1070.455,1073.012,1.0,1.0,2
124,1091.694,1095.905,2.0,0.0,3
125,1113.126,1113.425,1.0,1.0,2
126,1121.948,1123.74,1.0,1.0,2
127,1130.284,1130.285,1.0,1.0,2
128,1138.023,1139.782,1.0,0.0,1
129,1155.363,1161.849,1.0,1.0,2
130,1168.329,1175.396,1.0,1.0,2
131,1183.425,1189.835,1.0,1.0,2
132,1196.271,1196.95,1.0,1.0,2
133,1203.204,1204.537,2.0,0.0,3
134,1220.335,1221.13,1.0,1.0,2
135,1227.251,1227.878,1.0,1.0,2
136,1234.716,1237.937,1.0,1.0,2
137,1245.493,1249.046,1.0,1.0,2
138,1255.181,1255.444,1.0,1.0,2
139,1263.181,1263.21,1.0,1.0,2
140,1270.116,1270.212,1.0,1.0,2
141,1277.495,1277.532,1.0,1.0,2
142,1283.671,1283.672,1.0,1.0,2
143,1291.521,1292.074,1.0,1.0,2
144,1298.976,1299.869,1.0,1.0,2
145,1306.208,1306.21,2.0,1.0,4
146,1312.704,1315.427,2.0,0.0,3
147,1321.311,1321.326,2.0,0.0,3
148,1325.885,1329.986,2.0,0.0,3
149,1334.573,1335.23,1.0,1.0,2
150,1342.482,1343.409,1.0,1.0,2
151,1350.751,1350.824,1.0,0.0,1
152,1355.555,1356.107,1.0,1.0,2
153,1362.864,1365.272,1.0,1.0,2
154,1372.212,1372.213,1.0,1.0,2
155,1378.831,1378.863,1.0,0.0,1
156,1383.359,1383.492,1.0,1.0,2
157,1391.109,1391.21,1.0,1.0,2
158,1397.705,1397.707,2.0,0.0,3
159,1402.578,1403.78,1.0,1.0,2
160,1410.094,1410.527,1.0,1.0,2
161,1417.627,1417.655,1.0,1.0,2
162,1424.3,1425.024,1.0,1.0,2
163,1432.087,1432.612,1.0,1.0,2
164,1450.992,1452.283,1.0,1.0,2
165,1458.416,1459.046,1.0,1.0,2
166,1466.281,1466.319,1.0,1.0,2
167,1473.51,1480.005,1.0,1.0,2
168,1486.688,1487.964,1.0,1.0,2
169,1518.37,1520.061,1.0,1.0,2
170,1538.215,1540.967,2.0,1.0,4
171,1548.526,1551.454,1.0,1.0,2
172,1569.358,1576.432,2.0,0.0,3
173,1582.007,1582.658,1.0,1.0,2
174,1634.312,1634.504,1.0,1.0,2
175,1653.069,1653.135,1.0,1.0,2
176,1659.274,1659.275,1.0,1.0,2
177,1666.58,1669.502,1.0,1.0,2
