,start_time,end_time,choice_type,reward_type,outcome
67,679.036,685.17,2.0,1.0,4
68,692.181,699.419,1.0,1.0,2
69,707.189,709.759,2.0,1.0,4
70,717.702,718.883,2.0,1.0,4
71,726.691,729.307,2.0,1.0,4
72,735.606,737.893,2.0,1.0,4
73,745.988,748.567,1.0,0.0,1
74,754.129,754.651,2.0,1.0,4
75,760.85,763.333,2.0,1.0,4
76,771.287,771.956,1.0,0.0,1
77,777.357,779.364,2.0,1.0,4
78,786.751,786.753,2.0,0.0,3
79,791.097,792.513,2.0,1.0,4
80,798.672,801.34,1.0,0.0,1
81,805.899,812.064,2.0,1.0,4
82,830.67,838.61,1.0,1.0,2
83,857.147,860.201,1.0,0.0,1
84,865.412,871.483,2.0,1.0,4
85,878.672,883.601,2.0,1.0,4
86,891.586,893.434,2.0,1.0,4
87,900.776,901.923,2.0,1.0,4
88,909.747,910.223,2.0,1.0,4
89,916.892,918.333,2.0,1.0,4
90,924.623,931.151,2.0,1.0,4
91,948.119,950.244,2.0,1.0,4
92,957.282,961.46,2.0,1.0,4
93,980.449,987.25,2.0,1.0,4
94,994.804,995.487,2.0,1.0,4
95,1003.211,1004.263,2.0,1.0,4
96,1044.137,1049.6,2.0,1.0,4
97,1056.306,1057.423,2.0,1.0,4
98,1064.828,1067.401,2.0,1.0,4
99,1085.011,1087.353,1.0,1.0,2
100,1094.123,1094.549,2.0,1.0,4
101,1101.634,1105.124,1.0,0.0,1
102,1110.14,1110.337,1.0,0.0,1
103,1115.772,1115.773,1.0,1.0,2
104,1122.529,1128.472,2.0,1.0,4
105,1136.535,1136.547,2.0,1.0,4
106,1142.729,1143.926,2.0,0.0,3
107,1149.51,1155.551,2.0,1.0,4
108,1161.704,1162.279,1.0,0.0,1
109,1166.796,1172.498,2.0,1.0,4
110,1178.775,1179.13,1.0,0.0,1
111,1183.515,1186.82,2.0,1.0,4
112,1193.753,1194.787,2.0,1.0,4
113,1202.046,1203.515,2.0,0.0,3
114,1209.088,1212.827,2.0,1.0,4
115,1219.135,1226.385,2.0,1.0,4
116,1233.357,1238.618,1.0,1.0,2
117,1255.393,1260.663,2.0,1.0,4
118,1277.051,1277.258,2.0,1.0,4
119,1284.633,1286.025,1.0,0.0,1
120,1301.729,1305.855,2.0,1.0,4
121,1324.553,1324.75,1.0,1.0,2
122,1331.595,1335.95,2.0,1.0,4
123,1342.774,1345.294,2.0,0.0,3
124,1361.961,1362.291,2.0,1.0,4
125,1369.58,1376.156,1.0,0.0,1
126,1393.21,1397.075,1.0,0.0,1
127,1424.733,1426.106,2.0,1.0,4
128,1433.429,1433.507,1.0,0.0,1
129,1438.998,1440.423,2.0,0.0,3
130,1446.185,1451.164,2.0,1.0,4
131,1468.889,1473.15,1.0,0.0,1
132,1490.388,1492.711,2.0,1.0,4
133,1522.301,1524.306,2.0,1.0,4
134,1530.518,1536.528,1.0,1.0,2
135,1544.058,1544.06,2.0,1.0,4
136,1563.83,1564.638,2.0,1.0,4
137,1572.051,1575.548,1.0,0.0,1
138,1602.088,1602.691,1.0,0.0,1
139,1639.147,1641.691,1.0,0.0,1
140,1646.801,1652.274,1.0,0.0,1
141,1701.982,1708.899,2.0,0.0,3
142,1714.539,1717.689,2.0,1.0,4
143,1813.546,1816.233,1.0,1.0,2
144,1833.959,1841.855,2.0,1.0,4
145,1902.841,1907.79,1.0,0.0,1
146,1913.678,1918.821,1.0,1.0,2
147,1925.749,1931.065,2.0,1.0,4
148,1938.946,1941.513,2.0,1.0,4
