,time_step,outcome_type,stimulus,outcome,stage,exp_outcome,go_Q_lick,go_Q_nolick,nogo_Q_lick,nogo_Q_nolick,go_Q_lick_ql,go_Q_nolick_ql,nogo_Q_lick_ql,nogo_Q_nolick_ql,alpha,Q_PE,go_P_lick,go_P_nolick,go_P_lick_ql,go_P_nolick_ql,nogo_P_lick,nogo_P_nolick,nogo_P_lick_ql,nogo_P_nolick_ql,motivation
0,67016,C1S9,0,3,stable,2,0.98,0.028,0.028,0.028,0.98,0.028,0.98,0.028,0.1,0.0,0.9456280030042418,0.054371996995758114,0.9456280030042419,0.05437199699575811,0.5,0.5,0.9456280030042419,0.05437199699575811,0.0
1,73592,C1S7,1,1,stable,1,0.98,0.028,0.028,0.0325792,0.98,0.028,0.98,0.1252,0.0636,0.0,0.9456280030042418,0.054371996995758114,0.9456280030042419,0.05437199699575811,0.496565654011118,0.503434345988882,0.9285349830171539,0.07146501698284617,1.0
2,82367,C1S7,1,1,stable,1,0.98144,0.028,0.028,0.0325792,1.072,0.028,0.98,0.1252,0.07200000000000001,0.020000000000000018,0.9458496916341087,0.05415030836589138,0.9581935836809882,0.041806416319011844,0.496565654011118,0.503434345988882,0.9285349830171539,0.07146501698284617,1.0
3,93326,C1S9,0,3,stable,2,0.98244847616,0.028,0.028,0.0325792,1.1548,0.028,0.98,0.1252,0.054336000000000016,0.01856000000000002,0.9460044393336439,0.05399556066635615,0.9670863397214402,0.03291366027855974,0.496565654011118,0.503434345988882,0.9285349830171539,0.07146501698284617,0.0
4,99639,C1S7,1,1,stable,1,0.98244847616,0.028,0.028,0.035379255941632,1.1548,0.028,0.98,0.21268,0.04153104,0.01856000000000002,0.9460044393336439,0.05399556066635615,0.9670863397214402,0.03291366027855974,0.4944657840596614,0.5055342159403386,0.9090392353005569,0.0909607646994431,1.0
5,107715,C1S9,0,3,stable,2,0.9832055175130858,0.028,0.028,0.035379255941632,1.22932,0.028,0.98,0.21268,0.04313251430400002,0.017551523840000027,0.9461203310015257,0.05387966899847429,0.9735053372425845,0.026494662757415577,0.4944657840596614,0.5055342159403386,0.9090392353005569,0.0909607646994431,0.0
6,115523,C1S9,0,3,stable,2,0.9832055175130858,0.028,0.028,0.037198307993555564,1.22932,0.028,0.98,0.291412,0.028149661202918397,0.017551523840000027,0.9461203310015257,0.05387966899847429,0.9735053372425845,0.026494662757415577,0.49310170674187576,0.5068982932581243,0.8875308181083204,0.1124691818916796,0.0
7,124164,C1S9,0,3,stable,2,0.9832055175130858,0.028,0.028,0.03845621843127004,1.22932,0.028,0.98,0.3622708,0.02002988132207326,0.017551523840000027,0.9461203310015257,0.05387966899847429,0.9735053372425845,0.026494662757415577,0.4921584791658329,0.5078415208341671,0.8645009295242351,0.13549907047576482,0.0
8,132379,C1S9,0,3,stable,2,0.9832055175130858,0.028,0.028,0.039385229068318976,1.22932,0.028,0.98,0.42604372,0.015095117871680453,0.017551523840000027,0.9461203310015257,0.05387966899847429,0.9735053372425845,0.026494662757415577,0.49146190823524727,0.5085380917647527,0.8404887131024711,0.1595112868975289,0.0
9,140128,C1S9,0,3,stable,2,0.9832055175130858,0.028,0.028,0.04011792885826117,1.22932,0.028,0.98,0.483439348,0.012087809269592324,0.017551523840000027,0.9461203310015257,0.05387966899847429,0.9735053372425845,0.026494662757415577,0.4909125541632941,0.5090874458367058,0.8160305311183012,0.18396946888169888,0.0
10,145802,C1S7,1,1,stable,1,0.9832055175130858,0.028,0.028,0.04073152781325008,1.22932,0.028,0.98,0.5350954132,0.010246789118842336,0.017551523840000027,0.9461203310015257,0.05387966899847429,0.9735053372425845,0.026494662757415577,0.4904525147886438,0.5095474852113562,0.7916192771028496,0.2083807228971503,1.0
11,154695,C1S9,0,3,stable,2,0.9838093832519449,0.028,0.028,0.04073152781325008,1.2963879999999999,0.028,0.98,0.5350954132,0.035956198074548515,0.016794482486914175,0.9462126055586173,0.05378739444138278,0.9782289790226177,0.02177102097738232,0.4904525147886438,0.5095474852113562,0.7916192771028496,0.2083807228971503,0.0
12,161326,C1S7,1,1,stable,1,0.9838093832519449,0.028,0.028,0.04127155232455382,1.2963879999999999,0.028,0.98,0.58158587188,0.009111497080642898,0.016794482486914175,0.9462126055586173,0.05378739444138278,0.9782289790226177,0.02177102097738232,0.4900476504329598,0.5099523495670402,0.7676773490949856,0.23232265090501433,1.0
13,169953,C1S9,0,3,stable,2,0.9843159567079997,0.028,0.028,0.04127155232455382,1.3567491999999999,0.028,0.98,0.58158587188,0.031288088893562174,0.01619061674805511,0.9462898982506499,0.053710101749350043,0.9817692683943754,0.018230731605624693,0.4900476504329598,0.5099523495670402,0.7676773490949856,0.23232265090501433,0.0
14,177146,C1S9,0,3,stable,2,0.9843159567079997,0.028,0.028,0.04176506630059951,1.3567491999999999,0.028,0.98,0.623427284692,0.008403320632158049,0.01619061674805511,0.9462898982506499,0.053710101749350043,0.9817692683943754,0.018230731605624693,0.4896776671167508,0.5103223328832491,0.7445433112806564,0.2554566887193435,0.0
15,201650,C1S7,1,1,stable,1,0.9843159567079997,0.028,0.028,0.042228251767669304,1.3567491999999999,0.028,0.98,0.6610845562228,0.007953739064264855,0.01619061674805511,0.9462898982506499,0.053710101749350043,0.9817692683943754,0.018230731605624693,0.48933043111089514,0.5106695688891049,0.7224698937612571,0.2775301062387428,1.0
16,208940,C1S7,1,1,stable,1,0.9847579844808292,0.028,0.028,0.042228251767669304,1.4110742799999998,0.028,0.98,0.6610845562228,0.028183279311337513,0.01568404329200035,0.946357256994609,0.053642743005391,0.9844683648046135,0.01553163519538649,0.48933043111089514,0.5106695688891049,0.7224698937612571,0.2775301062387428,1.0
17,216757,C1S10,0,4,stable,1,0.9851551178914679,0.028,0.028,0.042228251767669304,1.4599668519999998,0.028,0.98,0.6610845562228,0.026055176898304996,0.015242015519170815,0.9464177065110165,0.05358229348898343,0.9865588297628947,0.013441170237105428,0.48933043111089514,0.5106695688891049,0.7224698937612571,0.2775301062387428,1.0
18,234039,C1S7,1,1,stable,1,0.9851551178914679,0.028,-0.029745066254838564,0.042228251767669304,1.4599668519999998,0.028,0.872,0.6610845562228,0.056172243438558915,0.015242015519170815,0.9464177065110165,0.05358229348898343,0.9865588297628947,0.013441170237105428,0.4462287570082379,0.5537712429917621,0.6531119234144582,0.3468880765855417,1.0
19,240929,C1S7,1,1,stable,1,0.9855194118239811,0.028,-0.029745066254838564,0.042228251767669304,1.5039701667999998,0.028,0.872,0.6610845562228,0.02454003540410224,0.014844882108532076,0.9464731008612417,0.053526899138758195,0.9882014566369665,0.011798543363033572,0.4462287570082379,0.5537712429917621,0.6531119234144582,0.3468880765855417,1.0
20,250748,C1S9,0,3,stable,2,0.9858584367722422,0.028,-0.029745066254838564,0.042228251767669304,1.5435731501199998,0.028,0.872,0.6610845562228,0.023412374148072707,0.014480588176018938,0.9465246042813461,0.05347539571865377,0.9895092941564887,0.010490705843511354,0.4462287570082379,0.5537712429917621,0.6531119234144582,0.3468880765855417,0.0
21,259450,C1S9,0,3,stable,2,0.9858584367722422,0.028,-0.029745066254838564,0.044342231735706866,1.5435731501199998,0.028,0.872,0.6949761006005201,0.036591933474751884,0.014480588176018938,0.9465246042813461,0.05347539571865377,0.9895092941564887,0.010490705843511354,0.44466214826469097,0.555337851735309,0.6297330338528101,0.3702669661471899,0.0
22,266914,C1S9,0,3,stable,2,0.9858584367722422,0.028,-0.029745066254838564,0.04571909630632306,1.5435731501199998,0.028,0.872,0.7254784905404681,0.02473804849806579,0.014480588176018938,0.9465246042813461,0.05347539571865377,0.9895092941564887,0.010490705843511354,0.4436423834082127,0.5563576165917873,0.6081552616858694,0.3918447383141306,0.0
23,274062,C1S9,0,3,stable,2,0.9858584367722422,0.028,-0.029745066254838564,0.04667209930846898,1.5435731501199998,0.028,0.872,0.7529306414864213,0.01755687428352332,0.014480588176018938,0.9465246042813461,0.05347539571865377,0.9895092941564887,0.010490705843511354,0.44293682605143075,0.5570631739485692,0.5883644202623012,0.4116355797376988,0.0
24,280739,C1S7,1,1,stable,1,0.9858584367722422,0.028,-0.029745066254838564,0.047376055307024524,1.5435731501199998,0.028,0.872,0.7776375773377792,0.013200519604690543,0.014480588176018938,0.9465246042813461,0.05347539571865377,0.9895092941564887,0.010490705843511354,0.4424157987119706,0.5575842012880293,0.5703029457418781,0.429697054258122,1.0
