,time_step,outcome_type,stimulus,outcome,stage,exp_outcome,Q_lick,Q_nolick,Q_lick_ql,Q_nolick_ql,alpha,Q_PE,P_lick,P_nolick,P_lick_ql,P_nolick_ql,motivation
0,44137,C1S7,1,1,stable,1,0.98,0.028,0.98,0.028,0.1,0.0,0.9456280030042419,0.0543719969957581,0.9456280030042419,0.054371996995758086,1.0
1,54836,C1S7,1,1,stable,1,0.98144,0.028,1.072,0.028,0.07200000000000001,0.020000000000000018,0.9458496916341086,0.05415030836589136,0.9581935836809882,0.04180641631901182,1.0
2,64424,C1S7,1,1,stable,1,0.98244847616,0.028,1.1548,0.028,0.054336000000000016,0.01856000000000002,0.9460044393336439,0.05399556066635613,0.9670863397214403,0.032913660278559714,1.0
3,71326,C1S7,1,1,stable,1,0.9832055175130858,0.028,1.22932,0.028,0.04313251430400002,0.017551523840000027,0.9461203310015258,0.053879668998474274,0.9735053372425845,0.026494662757415566,1.0
4,78138,C1S7,1,1,stable,1,0.9838093832519449,0.028,1.2963879999999999,0.028,0.035956198074548515,0.016794482486914175,0.9462126055586173,0.05378739444138277,0.9782289790226177,0.02177102097738231,1.0
5,85836,C1S7,1,1,stable,1,0.9843159567079997,0.028,1.3567491999999999,0.028,0.031288088893562174,0.01619061674805511,0.94628989825065,0.05371010174935004,0.9817692683943753,0.018230731605624682,1.0
6,117972,C1S7,1,1,stable,1,0.9847579844808292,0.028,1.4110742799999998,0.028,0.028183279311337513,0.01568404329200035,0.946357256994609,0.053642743005390986,0.9844683648046135,0.015531635195386485,1.0
7,125054,C1S7,1,1,stable,1,0.9851551178914679,0.028,1.4599668519999998,0.028,0.026055176898304996,0.015242015519170815,0.9464177065110165,0.05358229348898342,0.9865588297628947,0.013441170237105423,1.0
8,149145,C1S7,1,1,stable,1,0.9855194118239811,0.028,1.5039701667999998,0.028,0.02454003540410224,0.014844882108532076,0.9464731008612419,0.05352689913875819,0.9882014566369666,0.011798543363033568,1.0
9,156233,C1S7,1,1,stable,1,0.9858584367722422,0.028,1.5435731501199998,0.028,0.023412374148072707,0.014480588176018938,0.9465246042813462,0.053475395718653757,0.9895092941564887,0.01049070584351135,1.0
10,169418,C1S7,1,1,stable,1,0.9861770796001531,0.028,1.579215835108,0.028,0.022532362425498324,0.014141563227757836,0.9465729686972237,0.053427031302776276,0.9905631137638528,0.009436886236147333,1.0
11,182448,C1S7,1,1,stable,1,0.9864786013085183,0.028,1.6112942515972,0.028,0.02181316969520713,0.013822920399846894,0.9466186964176316,0.05338130358236838,0.9914215174858863,0.008578482514113854,1.0
12,204739,C1S7,1,1,stable,1,0.9867652649805669,0.028,1.64016482643748,0.028,0.02120074103201331,0.013521398691481723,0.9466621365725482,0.05333786342745179,0.9921276446968643,0.007872355303135771,1.0
13,219450,C1S7,1,1,stable,1,0.9870387116210523,0.028,1.666148343793732,0.028,0.020661285630867825,0.013234735019433064,0.9467035427693329,0.053296457230667164,0.9927136898715455,0.007286310128454396,1.0
14,226528,C1S7,1,1,stable,1,0.9873001867477225,0.028,1.6895335094143586,0.028,0.020173544405889327,0.012961288378947722,0.9467431078272206,0.05325689217277945,0.9932039908947685,0.00679600910523139,1.0
15,257633,C1S7,1,1,stable,1,0.9875506780496629,0.028,1.7105801584729228,0.028,0.019724014594900117,0.012699813252277536,0.9467809848714324,0.05321901512856763,0.9936171703581235,0.006382829641876537,1.0
16,288452,C1S7,1,1,stable,1,0.9877909997845838,0.028,1.7295221426256304,0.028,0.01930400192714233,0.0124493219503371,0.9468173002668325,0.05318269973316754,0.9939676405258744,0.006032359474125625,1.0
17,295088,C1S7,1,1,stable,1,0.9880218451345519,0.028,1.7465699283630673,0.028,0.01890780128553509,0.012209000215416155,0.9468521616461795,0.05314783835382065,0.9942666748367854,0.0057333251632145175,1.0
18,314186,C1S7,1,1,stable,1,0.9882438191941183,0.028,1.7619129355267606,0.028,0.018531573690589893,0.011978154865448065,0.9468856629747708,0.053114337025229295,0.9945231802228698,0.005476819777130187,1.0
19,319769,C1S7,1,1,stable,1,0.9884574601849571,0.028,1.7757216419740847,0.028,0.018172652697882957,0.0117561808058817,0.9469178878138031,0.053082112186196934,0.9947442603116438,0.005255739688356246,1.0
20,335941,C1S7,1,1,stable,1,0.9886632534605724,0.028,1.7881494777766762,0.028,0.01782911550775554,0.01154253981504294,0.9469489114803537,0.053051088519646385,0.9949356306987457,0.0050643693012542845,1.0
21,350949,C1S7,1,1,stable,1,0.9888616410519521,0.028,1.7993345299990087,0.028,0.017499517228309898,0.011336746539427622,0.9469788025244278,0.05302119747557218,0.9951019283713245,0.00489807162867546,1.0
22,364888,C1S7,1,1,stable,1,0.9890530284185692,0.028,1.8094010769991078,0.028,0.017182725705814698,0.011138358948047933,0.9470076237773783,0.052992376222621644,0.9952469445643527,0.0047530554356473124,1.0
23,372001,C1S7,1,1,stable,1,0.9892377894166479,0.028,1.818460969299197,0.028,0.016877818372347277,0.010946971581430764,0.9470354331263081,0.05296456687369182,0.9953738016561916,0.004626198343808337,1.0
24,378086,C1S7,1,1,stable,1,0.9894162701039386,0.028,1.8266148723692774,0.028,0.01658401737341965,0.010762210583352139,0.9470622841091151,0.052937715890884925,0.9954850887605422,0.004514911239457775,1.0
25,406178,C1S7,1,1,stable,1,0.9895887917633294,0.028,1.8339533851323497,0.028,0.016300648361688614,0.010583729896061378,0.9470882263886752,0.0529117736113249,0.9955829665472623,0.004417033452737699,1.0
26,412468,C1S7,1,1,stable,1,0.9897556533841896,0.028,1.8405580466191147,0.028,0.016027113959015547,0.010411208236670633,0.9471133061427769,0.052886693857223124,0.9956692489345625,0.004330751065437401,1.0
27,419138,C1S7,1,1,stable,1,0.9899171337531288,0.028,1.8465022419572032,0.028,0.01576287634489558,0.010244346615810418,0.9471375663931066,0.05286243360689346,0.9957454672496877,0.004254532750312276,1.0
28,475067,C1S7,1,1,stable,1,0.9900734932524912,0.028,1.851852017761483,0.028,0.015507445555060041,0.010082866246871158,0.9471610472884352,0.0528389527115648,0.9958129209935247,0.004187079006475316,1.0
29,490381,C1S7,1,1,stable,1,0.9902249754319795,0.028,1.8566668159853348,0.028,0.015260371381541325,0.009926506747508834,0.947183786352126,0.05281621364787396,0.9958727182904004,0.00412728170959958,1.0
