,time_step,outcome_type,stimulus,outcome,stage,exp_outcome,Q_lick,Q_nolick,Q_lick_ql,Q_nolick_ql,alpha,Q_PE,P_lick,P_nolick,P_lick_ql,P_nolick_ql,motivation
0,73592,C1S7,1,1,stable,1,0.98,0.028,0.98,0.028,0.1,0.0,0.945628003004242,0.0543719969957581,0.945628003004242,0.05437199699575812,1.0
1,82367,C1S7,1,1,stable,1,0.98144,0.028,1.072,0.028,0.07200000000000001,0.020000000000000018,0.9458496916341086,0.05415030836589135,0.9581935836809882,0.04180641631901182,1.0
2,99639,C1S7,1,1,stable,1,0.98244847616,0.028,1.1548,0.028,0.054336000000000016,0.01856000000000002,0.9460044393336439,0.05399556066635612,0.9670863397214403,0.032913660278559735,1.0
3,145802,C1S7,1,1,stable,1,0.9832055175130858,0.028,1.22932,0.028,0.04313251430400002,0.017551523840000027,0.9461203310015257,0.05387966899847426,0.9735053372425844,0.02649466275741557,1.0
4,161326,C1S7,1,1,stable,1,0.9838093832519449,0.028,1.2963879999999999,0.028,0.035956198074548515,0.016794482486914175,0.9462126055586173,0.053787394441382766,0.9782289790226176,0.02177102097738231,1.0
5,201650,C1S7,1,1,stable,1,0.9843159567079997,0.028,1.3567491999999999,0.028,0.031288088893562174,0.01619061674805511,0.94628989825065,0.05371010174935004,0.9817692683943753,0.018230731605624686,1.0
6,208940,C1S7,1,1,stable,1,0.9847579844808292,0.028,1.4110742799999998,0.028,0.028183279311337513,0.01568404329200035,0.9463572569946092,0.05364274300539098,0.9844683648046135,0.015531635195386488,1.0
7,234039,C1S7,1,1,stable,1,0.9851551178914679,0.028,1.4599668519999998,0.028,0.026055176898304996,0.015242015519170815,0.9464177065110165,0.05358229348898342,0.9865588297628947,0.013441170237105426,1.0
8,240929,C1S7,1,1,stable,1,0.9855194118239811,0.028,1.5039701667999998,0.028,0.02454003540410224,0.014844882108532076,0.9464731008612419,0.05352689913875818,0.9882014566369665,0.01179854336303357,1.0
9,280739,C1S7,1,1,stable,1,0.9858584367722422,0.028,1.5435731501199998,0.028,0.023412374148072707,0.014480588176018938,0.9465246042813463,0.053475395718653757,0.9895092941564887,0.010490705843511354,1.0
10,288616,C1S7,1,1,stable,1,0.9861770796001531,0.028,1.579215835108,0.028,0.022532362425498324,0.014141563227757836,0.9465729686972237,0.05342703130277627,0.9905631137638528,0.009436886236147335,1.0
11,304244,C1S7,1,1,stable,1,0.9864786013085183,0.028,1.6112942515972,0.028,0.02181316969520713,0.013822920399846894,0.9466186964176316,0.05338130358236837,0.9914215174858861,0.008578482514113856,1.0
12,335541,C1S7,1,1,stable,1,0.9867652649805669,0.028,1.64016482643748,0.028,0.02120074103201331,0.013521398691481723,0.9466621365725482,0.053337863427451775,0.9921276446968642,0.007872355303135773,1.0
13,342849,C1S7,1,1,stable,1,0.9870387116210523,0.028,1.666148343793732,0.028,0.020661285630867825,0.013234735019433064,0.9467035427693329,0.05329645723066716,0.9927136898715455,0.007286310128454398,1.0
14,349360,C1S7,1,1,stable,1,0.9873001867477225,0.028,1.6895335094143586,0.028,0.020173544405889327,0.012961288378947722,0.9467431078272205,0.05325689217277944,0.9932039908947685,0.006796009105231393,1.0
15,388358,C1S7,1,1,stable,1,0.9875506780496629,0.028,1.7105801584729228,0.028,0.019724014594900117,0.012699813252277536,0.9467809848714324,0.05321901512856762,0.9936171703581234,0.006382829641876538,1.0
16,395261,C1S7,1,1,stable,1,0.9877909997845838,0.028,1.7295221426256304,0.028,0.01930400192714233,0.0124493219503371,0.9468173002668325,0.053182699733167534,0.9939676405258743,0.006032359474125627,1.0
17,402198,C1S7,1,1,stable,1,0.9880218451345519,0.028,1.7465699283630673,0.028,0.01890780128553509,0.012209000215416155,0.9468521616461795,0.05314783835382064,0.9942666748367854,0.005733325163214518,1.0
18,422100,C1S7,1,1,stable,1,0.9882438191941183,0.028,1.7619129355267606,0.028,0.018531573690589893,0.011978154865448065,0.9468856629747707,0.05311433702522929,0.9945231802228698,0.005476819777130188,1.0
19,459603,C1S8,1,2,stable,2,0.9884574601849571,0.028,1.7757216419740847,0.028,0.018172652697882957,0.0117561808058817,0.946917887813803,0.05308211218619692,0.9947442603116438,0.005255739688356247,0.0
20,484658,C1S8,1,2,stable,2,0.9884574601849571,0.03189545859654855,1.7757216419740847,0.1252,0.054103591618729775,0.07200000000000001,0.9463274018287454,0.05367259817125454,0.9929773340414244,0.007022665958575626,0.0
21,490040,C1S7,1,1,stable,1,0.9884574601849571,0.03688921590969713,1.7757216419740847,0.21268,0.07332487981330874,0.06810454140345146,0.9455613675047094,0.05443863249529048,0.990889044062533,0.00911095593746705,1.0
22,528563,C1S7,1,1,stable,1,0.9890452115269932,0.03688921590969713,1.7881494777766762,0.21268,0.050920451777011,0.01154253981504294,0.9456520598503906,0.05434794014960937,0.9912195503378923,0.00878044966210767,1.0
23,552953,C1S7,1,1,stable,1,0.9894519096281864,0.03688921590969713,1.7993345299990087,0.21268,0.037125144150010676,0.010954788473006793,0.9457147315869935,0.054285268413006536,0.991506830543914,0.008493169456086035,1.0
24,569187,C1S7,1,1,stable,1,0.9897536265798181,0.03688921590969713,1.8094010769991078,0.21268,0.02860394071309456,0.01054809037181359,0.9457611818207604,0.05423881817923947,0.991757404399637,0.008242595600362978,1.0
25,576975,C1S7,1,1,stable,1,0.9899924714754786,0.03688921590969713,1.818460969299197,0.21268,0.023310188479965854,0.010246373420181865,0.9457979261403987,0.054202073859601185,0.9919766450622143,0.008023354937785705,1.0
26,583270,C1S7,1,1,stable,1,0.9901925282774553,0.03688921590969713,1.8266148723692774,0.21268,0.019990630202692327,0.010007528524521359,0.9458286851709062,0.054171314829093785,0.9921690107003792,0.007830989299620755,1.0
27,590251,C1S7,1,1,stable,1,0.9903678747026656,0.03688921590969713,1.8339533851323497,0.21268,0.017878861155142218,0.009807471722544703,0.9458556314112277,0.05414436858877217,0.9923382237359797,0.007661776264020279,1.0
28,596414,C1S7,1,1,stable,1,0.9905268682638038,0.03688921590969713,1.8405580466191147,0.21268,0.016506591871485954,0.00963212529733437,0.9458800537123351,0.05411994628766497,0.9924874106884849,0.007512589311515161,1.0
29,603341,C1S7,1,1,stable,1,0.9906745338703271,0.03688921590969713,1.8465022419572032,0.21268,0.015587834164609316,0.009473131736196239,0.9459027266738351,0.0540972733261648,0.9926192121147078,0.007380787885292172,1.0
30,610808,C1S7,1,1,stable,1,0.9908139307531707,0.03688921590969713,1.851852017761483,0.21268,0.014947980176569321,0.009325466129672888,0.945924121816539,0.054075878183461115,0.9927358696695727,0.007264130330427254,1.0
31,617963,C1S7,1,1,stable,1,0.9909469489826965,0.03688921590969713,1.8566668159853348,0.21268,0.014480429654039171,0.009186069246829298,0.945944530501349,0.05405546949865111,0.9928392955309714,0.007160704469028578,1.0
32,654463,C1S7,1,1,stable,1,0.9910747788633759,0.03688921590969713,1.8610001343868012,0.21268,0.014120088402805585,0.00905305101730347,0.9459641363065181,0.0540358636934818,0.9929311281320904,0.007068871867909679,1.0
33,660584,C1S7,1,1,stable,1,0.9911981895536567,0.03688921590969713,1.864900120948121,0.21268,0.013827185723657803,0.008925221136624084,0.9459830579606516,0.05401694203934838,0.9930127771893468,0.006987222810653226,1.0
34,67014,C1S11,1,5,uncertain,1,0.9913176952345844,0.03688921590969713,1.868410108853309,0.21268,0.01357739770200067,0.008801810446343317,0.9353782373427437,0.06462176265725626,0.9903971329750293,0.009602867024970782,1.0
35,72715,C1S7,1,1,uncertain,1,0.5073882900353911,0.03688921590969713,1.7815690979679781,0.21268,0.5429370557619511,-0.8913176952345844,0.7887483770721244,0.21125162292787558,0.9877860752120252,0.012213924787974798,1.0
36,90393,C1S7,1,1,uncertain,1,0.8134623589771717,0.03688921590969713,1.7934121881711804,0.21268,0.621329259435936,0.4926117099646089,0.8979273914474114,0.10207260855258864,0.9881797462018104,0.011820253798189554,1.0
37,96736,C1S7,1,1,uncertain,1,0.9038809105003729,0.03688921590969713,1.8040709693540624,0.21268,0.48472014027525856,0.18653764102282833,0.9189061407243982,0.08109385927560166,0.9885233158139132,0.01147668418608676,1.0
38,103020,C1S7,1,1,uncertain,1,0.9373787532473489,0.03688921590969713,1.8136638724186562,0.21268,0.3485035378649314,0.09611908949962711,0.9256264720909462,0.07437352790905373,0.9888240785340539,0.011175921465946126,1.0
39,118454,C1S7,1,1,uncertain,1,0.9528258411975498,0.03688921590969713,1.8222974851767906,0.21268,0.24667487077054948,0.06262124675265113,0.9285497495836189,0.071450250416381,0.9890880944718812,0.010911905528118777,1.0
40,126345,C1S7,1,1,uncertain,1,0.9611430896685633,0.03688921590969713,1.8300677366591116,0.21268,0.17630941774379982,0.04717415880245024,0.9300794780525751,0.06992052194742483,0.989320429578578,0.01067957042142196,1.0
41,134088,C1S7,1,1,uncertain,1,0.9661595088983816,0.03688921590969713,1.8370609629932004,0.21268,0.1290997968451419,0.03885691033143668,0.9309874111563059,0.06901258884369402,0.9895253434185685,0.010474656581431466,1.0
42,141444,C1S7,1,1,uncertain,1,0.9694678965169962,0.03688921590969713,1.8433548666938804,0.21268,0.09776417276805614,0.03384049110161835,0.931580217725453,0.0684197822745471,0.9897064370436639,0.01029356295633612,1.0
43,148738,C1S11,1,5,uncertain,1,0.971818189626785,0.03688921590969713,1.8490193800244923,0.21268,0.07697776575063597,0.030532103483003836,0.9319984800312028,0.06800151996879733,0.9898667702816307,0.010133229718369309,1.0
44,170827,C1S7,1,1,uncertain,1,0.4755116463413696,0.03688921590969713,1.7641174420220431,0.21268,0.5692775732264526,-0.871818189626785,0.7734933564532072,0.22650664354679273,0.9871822638414453,0.012817736158554693,1.0
45,186671,C1S8,1,2,uncertain,2,0.8197121405092875,0.03688921590969713,1.777705697819839,0.21268,0.6562595561310498,0.5244883536586304,0.8995201449646795,0.1004798550353206,0.987654873564641,0.01234512643535898,0.0
46,199029,C1S7,1,1,uncertain,1,0.8197121405092875,0.06412923164330364,1.777705697819839,0.291412,0.4316222041328116,0.06311078409030288,0.8924132820349097,0.10758671796509023,0.9846568238547603,0.01534317614523976,1.0
47,206444,C1S7,1,1,uncertain,1,0.885904113852194,0.06412923164330364,1.789935128037855,0.291412,0.36714603817411445,0.18028785949071247,0.9089573148162603,0.09104268518373979,0.9851656557926032,0.014834344207396832,1.0
