,time_step,outcome_type,outcome,stimulus,stage,exp_outcome,go_Q_lick,go_Q_nolick,nogo_Q_lick,nogo_Q_nolick,go_Q_lick_ql,go_Q_nolick_ql,nogo_Q_lick_ql,nogo_Q_nolick_ql,alpha,Q_PE,go_P_lick,go_P_nolick,go_P_lick_ql,go_P_nolick_ql,nogo_P_lick,nogo_P_nolick,nogo_P_lick_ql,nogo_P_nolick_ql,motivation
176,[1123256],C1S9,3,0,uncertain,2,0.7697833133606025,0.05295891137060177,0.02561882103178313,0.039189837044449345,1.7441586778707778,0.7776375773377792,0.0036800000000000027,0.9998984302026056,0.00015208324517906448,0.04787140845838446,0.758947717748219,0.24105228225178102,0.8243980591374606,0.17560194086253952,0.4945718068676613,0.5054281931323387,0.1688289569455215,0.8311710430544785,0.0
177,[1134203],C1S9,3,0,uncertain,2,0.7697833133606025,0.05295891137060177,0.02561882103178313,0.03919908384452132,1.7441586778707778,0.7776375773377792,0.0036800000000000027,0.999908587182345,0.00015206011006298935,0.04787140845838446,0.758947717748219,0.24105228225178102,0.8243980591374606,0.17560194086253952,0.4945681085838649,0.5054318914161351,0.16882667650067382,0.8311733234993262,0.0
178,[1142637],C1S6,1,1,uncertain,1,0.7697833133606025,0.05295891137060177,0.02561882103178313,0.03920832783232818,1.7441586778707778,0.7776375773377792,0.0036800000000000027,0.9999177284641105,0.0001520369821932723,0.04787140845838446,0.758947717748219,0.24105228225178102,0.8243980591374606,0.17560194086253952,0.49456441142543595,0.5054355885745639,0.16882462412129806,0.831175375878702,1.0
179,[1154740],C1S9,3,0,uncertain,2,0.7753591336517749,0.05295891137060177,0.02561882103178313,0.03920832783232818,1.7597428100837,0.7776375773377792,0.0036800000000000027,0.9999177284641105,0.024219878986904836,0.23021668663939754,0.7605760643570135,0.23942393564298647,0.8279785930823997,0.17202140691760034,0.49456441142543595,0.5054355885745639,0.16882462412129806,0.831175375878702,0.0
180,[1164248],C1S9,3,0,uncertain,2,0.7753591336517749,0.05295891137060177,0.02561882103178313,0.03921756900916044,1.7597428100837,0.7776375773377792,0.0036800000000000027,0.9999259556176995,0.0001520138614836352,0.23021668663939754,0.7605760643570135,0.23942393564298647,0.8279785930823997,0.17202140691760034,0.4945607153918583,0.5054392846081417,0.16882277699685938,0.8311772230031407,0.0
181,[1179024],C1S13,5,1,uncertain,1,0.7753591336517749,0.05295891137060177,0.02561882103178313,0.03922680737630476,1.7597428100837,0.7776375773377792,0.0036800000000000027,0.9999333600559295,0.0001519907478810207,0.23021668663939754,0.7605760643570135,0.23942393564298647,0.8279785930823997,0.17202140691760034,0.4945570204826172,0.5054429795173829,0.16882111459863414,0.8311788854013659,1.0
182,[1190590],C1S9,3,0,uncertain,2,0.7381782661935142,0.05295891137060177,0.02561882103178313,0.03922680737630476,1.68376852907533,0.7776375773377792,0.0036800000000000027,0.9999333600559295,0.05505347541124939,-0.6753591336517749,0.7495757626681921,0.25042423733180785,0.8099691176246289,0.1900308823753712,0.4945570204826172,0.5054429795173829,0.16882111459863414,0.8311788854013659,0.0
183,[1201069],C1S9,3,0,uncertain,2,0.7381782661935142,0.05295891137060177,0.02561882103178313,0.039236042935045234,1.68376852907533,0.7776375773377792,0.0036800000000000027,0.9999400240503366,0.00015196764135230766,-0.6753591336517749,0.7495757626681921,0.25042423733180785,0.8099691176246289,0.1900308823753712,0.49455332669719876,0.5054466733028012,0.16881961845138474,0.8311803815486153,0.0
184,[1210986],C1S9,3,0,uncertain,2,0.7381782661935142,0.05295891137060177,0.02561882103178313,0.03924527568666406,1.68376852907533,0.7776375773377792,0.0036800000000000027,0.9999460216453029,0.00015194454187633937,-0.6753591336517749,0.7495757626681921,0.25042423733180785,0.8099691176246289,0.1900308823753712,0.49454963403509017,0.5054503659649098,0.16881827192789448,0.8311817280721056,0.0
185,[1218655],C1S13,5,1,uncertain,1,0.7381782661935142,0.05295891137060177,0.02561882103178313,0.03925450563244202,1.68376852907533,0.7776375773377792,0.0036800000000000027,0.9999514194807726,0.00015192144943913956,-0.6753591336517749,0.7495757626681921,0.25042423733180785,0.8099691176246289,0.1900308823753712,0.49454594249577905,0.5054540575042209,0.16881706006407088,0.8311829399359292,1.0
