,time_step,outcome_type,stimulus,outcome,stage,exp_outcome,Q_lick,Q_nolick,Q_lick_ql,Q_nolick_ql,alpha,Q_PE,P_lick,P_nolick,P_lick_ql,P_nolick_ql,motivation
0,101627,C1S7,1,1,stable,1,0.98,0.028,0.98,0.028,0.1,0.0,0.945628003004242,0.0543719969957581,0.945628003004242,0.05437199699575811,1.0
1,110092,C1S7,1,1,stable,1,0.9812799999999999,0.028,1.072,0.028,0.064,0.020000000000000018,0.9458251017069579,0.054174898293042215,0.9581935836809882,0.04180641631901186,1.0
2,150670,C1S7,1,1,stable,1,0.98206893568,0.028,1.1548,0.028,0.04214400000000001,0.01872000000000007,0.9459462489602929,0.05405375103970713,0.9670863397214403,0.03291366027855974,1.0
3,171099,C1S7,1,1,stable,1,0.9825866523583509,0.028,1.22932,0.028,0.02887261286400001,0.017931064320000023,0.9460256095566119,0.05397439044338814,0.9735053372425845,0.02649466275741558,1.0
4,260752,C1S7,1,1,stable,1,0.9829489586006428,0.028,1.2963879999999999,0.028,0.020806237246729833,0.017413347641649146,0.9460810819847322,0.0539189180152679,0.9782289790226177,0.02177102097738232,1.0
5,268562,C1S7,1,1,stable,1,0.9832199670107986,0.028,1.3567491999999999,0.028,0.01589395062790934,0.017051041399357203,0.9461225407197669,0.05387745928023324,0.9817692683943753,0.018230731605624693,1.0
6,279579,C1S7,1,1,stable,1,0.9834363015217413,0.028,1.4110742799999998,0.028,0.012892376974585881,0.016780032989201388,0.9461556138892985,0.053844386110701484,0.9844683648046135,0.015531635195386492,1.0
7,296957,C1S7,1,1,stable,1,0.9836193000101221,0.028,1.4599668519999998,0.028,0.011048165880403263,0.01656369847825867,0.9461835757060113,0.05381642429398872,0.9865588297628946,0.01344117023710543,1.0
8,307478,C1S7,1,1,stable,1,0.983781551490989,0.028,1.5039701667999998,0.028,0.009905039526217537,0.0163806999898779,0.9462083559654308,0.053791644034569173,0.9882014566369665,0.011798543363033572,1.0
9,322508,C1S7,1,1,stable,1,0.9839305457295183,0.028,1.5435731501199998,0.028,0.009186713417532721,0.016218448509010996,0.946231102000741,0.053768897999259005,0.9895092941564887,0.010490705843511354,1.0
10,328207,C1S7,1,1,stable,1,0.984070766484324,0.028,1.579215835108,0.028,0.008725918904615968,0.016069454270481676,0.9462525003557588,0.05374749964424113,0.9905631137638526,0.009436886236147336,1.0
11,340662,C1S7,1,1,stable,1,0.9842049129003256,0.028,1.6112942515972,0.028,0.008421398045904778,0.01592923351567599,0.9462729642197547,0.053727035780245395,0.9914215174858861,0.008578482514113858,1.0
12,358110,C1S8,1,2,stable,2,0.9843346198850046,0.028,1.64016482643748,0.028,0.00821185624747774,0.015795087099674365,0.9462927438657509,0.05370725613424906,0.9921276446968642,0.007872355303135774,0.0
13,364602,C1S7,1,1,stable,1,0.9843346198850046,0.02939155218989104,1.64016482643748,0.1252,0.019327113748486648,0.07200000000000001,0.9460801804628686,0.05391981953713145,0.9894903328354291,0.010509667164570944,1.0
14,382305,C1S7,1,1,stable,1,0.9845653606618715,0.02939155218989104,1.666148343793732,0.1252,0.01472934427209107,0.01566538011499541,0.9461154815336308,0.05388451846636922,0.9902707832665419,0.00972921673345817,1.0
15,388338,C1S7,1,1,stable,1,0.9847494115500872,0.02939155218989104,1.6895335094143586,0.1252,0.011924534430880342,0.015434639338128497,0.9461436238831558,0.05385637611684418,0.9909239663096653,0.009076033690334774,1.0
16,394463,C1S7,1,1,stable,1,0.9849050413399383,0.02939155218989104,1.7105801584729228,0.1252,0.010204838348510763,0.015250588449912783,0.9461674096807062,0.05383259031929389,0.9914745753892681,0.008525424610731924,1.0
17,404353,C1S7,1,1,stable,1,0.9850430378631301,0.02939155218989104,1.7295221426256304,0.1252,0.009141894741118801,0.01509495866006172,0.946188492197023,0.053811507802977096,0.9919417376377725,0.008058262362227592,1.0
18,412243,C1S7,1,1,stable,1,0.9851698209905041,0.02939155218989104,1.7465699283630673,0.1252,0.008476529272045265,0.014956962136869922,0.9462078547150888,0.05379214528491109,0.9923404254978248,0.007659574502175293,1.0
19,429090,C1S7,1,1,stable,1,0.985289232900285,0.02939155218989104,1.7619129355267606,0.1252,0.00805195336512634,0.014830179009495903,0.9462260854800717,0.05377391451992836,0.9926824758212593,0.007317524178740757,1.0
20,436692,C1S7,1,1,stable,1,0.9854035844804088,0.02939155218989104,1.7757216419740847,0.1252,0.007773325439018798,0.014710767099714972,0.9462435382158096,0.0537564617841904,0.9929773340414244,0.0070226659585756294,1.0
21,514741,C1S7,1,1,stable,1,0.985514273162459,0.02939155218989104,1.7881494777766762,0.1252,0.007583278367329525,0.014596415519591233,0.9462604268185395,0.053739573181460595,0.993232603514918,0.00676739648508195,1.0
22,555379,C1S7,1,1,stable,1,0.9856221499982386,0.02939155218989104,1.7993345299990087,0.1252,0.007447112387905918,0.014485726837541013,0.9462768815812286,0.05372311841877141,0.9934544552445145,0.006545544755485557,1.0
23,598830,C1S7,1,1,stable,1,0.9857277385912889,0.02939155218989104,1.8094010769991078,0.1252,0.00734383743309583,0.014377850001761394,0.9462929827094358,0.05370701729056411,0.9936479364776465,0.00635206352235357,1.0
24,612591,C1S7,1,1,stable,1,0.9858313659809855,0.02939155218989104,1.818460969299197,0.1252,0.0072607547415997125,0.014272261408711073,0.9463087803493873,0.05369121965061287,0.9938172053142539,0.0061827946857462065,1.0
25,623803,C1S7,1,1,stable,1,0.9859332410049598,0.02939155218989104,1.8266148723692774,0.1252,0.007190179648762721,0.01416863401901447,0.9463243065745277,0.05367569342547229,0.9939657106513569,0.006034289348643168,1.0
26,630529,C1S7,1,1,stable,1,0.9860335012612349,0.02939155218989104,1.8339533851323497,0.1252,0.007127459588265668,0.014066758995040174,0.9463395825665342,0.05366041743346592,0.9940963313697486,0.005903668630251455,1.0
