,start_time,end_time,choice_type,reward_type,outcome,exp_outcome,Q_CP,Q_CG,Q_PE,epsilon,P_CP,P_CG,P_CP_sf,P_CG_sf,motivation
0,3.139,6.474,2.0,0.0,3,2,-0.026952596078431278,-0.039095048366012734,0.0,0.9988304897349445,0.5000131334593794,0.4999868665406207,0.5112298795245788,0.4887701204754211,-1.0
1,33.85,34.501,2.0,0.0,3,2,0.006955223249299695,0.0014039901493931584,0.0,0.9988304897349445,0.5000060050961725,0.4999939949038275,0.5051347101021185,0.4948652898978815,-1.0
2,40.198,43.78,1.0,1.0,2,1,0.04432395353372109,0.0364473810134309,0.0,0.9988304897349445,0.5000085202494492,0.4999914797505508,0.5072853139504361,0.4927146860495639,1.0
3,50.261,50.56,2.0,1.0,4,2,0.08426233647920695,0.0665022189973423,0.1,0.9947798743064415,0.5000857259464491,0.49991427405355093,0.516422199671332,0.4835778003286681,-1.0
4,57.471,59.21,1.0,1.0,2,1,0.12587911379013134,0.0920355988723692,0.0,0.9988304897349445,0.5000365640472895,0.49996343595271053,0.5312644090282747,0.46873559097172535,1.0
5,65.758,66.39,2.0,1.0,4,2,0.16828302717086827,0.11351461540975338,0.09,0.9955037268390589,0.5002270084132776,0.4997729915867224,0.5504881276452716,0.4495118723547285,-1.0
6,73.058,74.526,1.0,1.0,2,1,0.21058281832579182,0.13140636338073672,0.0,0.9988304897349445,0.5000850454923786,0.4999149545076214,0.5727188934716708,0.42728110652832907,1.0
7,81.59,81.591,1.0,1.0,2,1,0.25188722895927756,0.14617793755656194,0.08100000000000002,0.9960693027155816,0.5003795219557735,0.4996204780442265,0.5965533411280426,0.4034466588719573,1.0
8,88.254,94.687,2.0,0.0,3,2,0.28923699656108776,0.16253900361991047,0.15390000000000004,0.9883588545374571,0.5013398442434742,0.49866015575652584,0.6150955675096852,0.3849044324903148,-1.0
9,98.97,98.972,2.0,0.0,3,2,0.3254726569230789,0.1701605178280553,0.17290000000000005,0.9845792441170717,0.5021563857194287,0.49784361428057133,0.6398365771301733,0.36016342286982667,-1.0
10,125.697,125.715,2.0,0.0,3,2,0.3524967016108619,0.17704319176470695,0.19000000000000006,0.9801596942659225,0.5031114599127015,0.4968885400872985,0.6568251998938354,0.34317480010616463,-1.0
11,131.86,133.408,1.0,1.0,2,1,0.38258512196561323,0.180452246244345,0.20539000000000004,0.9751358551488731,0.5044436982036711,0.495556301796329,0.6787191246784281,0.32128087532157185,1.0
12,141.263,146.054,2.0,1.0,4,2,0.4100006810669709,0.19363218369230886,0.271,0.9361357044966538,0.5121402828427737,0.4878597171572263,0.690094993565499,0.30990500643450103,-1.0
13,152.868,154.554,1.0,1.0,2,1,0.44256618877013854,0.2057034595221732,0.18485100000000004,0.981607255162831,0.5037902668252868,0.4962097331747131,0.7060740177087266,0.2939259822912735,1.0
14,162.617,162.671,1.0,1.0,2,1,0.4673697220667902,0.22405162749230906,0.24390000000000006,0.9565407635610381,0.5091701775750879,0.49082982242491213,0.7110064125946455,0.2889935874053545,1.0
15,169.386,171.09,2.0,1.0,4,2,0.49435483394327917,0.24182803229954897,0.2970441000000001,0.908407069349268,0.5199633023764256,0.4800366976235743,0.7179568033754812,0.28204319662451877,-1.0
16,177.457,177.558,1.0,1.0,2,1,0.528968208647958,0.2602647933066079,0.2195100000000001,0.9694495790029611,0.507024067931187,0.4929759320688129,0.7299172221511411,0.2700827778488588,1.0
17,184.711,185.851,1.0,1.0,2,1,0.5607511885440831,0.2730677324254315,0.26733969000000013,0.9393406638898144,0.5147727310050096,0.4852272689949903,0.7435359822958749,0.256464017704125,1.0
18,193.546,193.871,2.0,0.0,3,2,0.5906672102696516,0.2803192412453592,0.3103864110000001,0.8903385445249106,0.5284240277609855,0.47157597223901443,0.7591979801639814,0.24080201983601865,-1.0
19,199.192,200.687,2.0,0.0,3,2,0.6153346406706455,0.27198435800723064,0.3406057210000001,0.837659292343246,0.5455869812767323,0.45441301872326767,0.7808105368933059,0.21918946310669404,-1.0
20,206.822,211.322,1.0,1.0,2,1,0.6384626878739951,0.25898397493031017,0.36780310000000005,0.7743350877551618,0.5683379108088238,0.4316620891911762,0.8028291378088928,0.1971708621911072,1.0
21,219.369,219.439,1.0,1.0,2,1,0.6562871507362511,0.2539455350843157,0.40654514890000004,0.6574211013027783,0.6082130203007137,0.3917869796992863,0.8158776582919505,0.18412234170804945,1.0
22,226.284,228.96,2.0,0.0,3,2,0.6721463165716508,0.24669784146658513,0.44141299291,0.5321568300342221,0.6536283515657823,0.34637164843421775,0.8283757494568531,0.17162425054314687,-1.0
23,234.841,235.487,1.0,1.0,2,1,0.6883959857886581,0.23700615377614903,0.4658906340100001,0.4406906631836147,0.6910571627116895,0.3089428372883106,0.8415948029746753,0.1584051970253248,1.0
24,241.959,242.002,2.0,0.0,3,2,0.7019871554610788,0.23714014815131926,0.49727169361900003,0.3298031742240217,0.7333091371609731,0.2666908628390269,0.8481203255339793,0.15187967446602071,-1.0
25,246.704,247.776,2.0,1.0,4,2,0.7226826618428572,0.23885072466526536,0.5193015706090001,0.26124193396290196,0.7636990408212513,0.2363009591787488,0.8569491189934556,0.14305088100654445,-1.0
26,254.415,256.505,1.0,1.0,2,1,0.7387436444413195,0.24283159442268065,0.4391284599,0.5406781696442211,0.6664313174643226,0.3335686825356774,0.8623414052308578,0.1376585947691422,1.0
27,263.498,265.508,2.0,0.0,3,2,0.7480869989653669,0.2455922563744123,0.4673714135481,0.4352232989808895,0.706260538441622,0.293739461558378,0.8652072368945735,0.13479276310542648,-1.0
28,269.97,271.407,1.0,1.0,2,1,0.7528533138883199,0.24751231363589093,0.49521561391,0.33665552280737143,0.7430697823603813,0.25693021763961865,0.8664307018716557,0.1335692981283444,1.0
29,277.69,278.539,1.0,1.0,2,1,0.7569921592958526,0.2491997866919543,0.5206342721932901,0.25740232503670013,0.7728874800403283,0.2271125199596718,0.8674768845105995,0.13252311548940054,1.0
30,286.435,290.314,2.0,0.0,3,2,0.7615325508181009,0.2426367540741598,0.543511064648251,0.19739340309881637,0.7986731045902109,0.20132689540978915,0.8721288932129017,0.12787110678709848,-1.0
31,294.953,298.247,1.0,0.0,1,1,0.7632646681467298,0.23743939173032091,0.568570844973961,0.14448070540858826,0.820786360620444,0.179213639379556,0.8749609887800938,0.12503901121990632,1.0
32,302.654,303.944,1.0,1.0,2,1,0.7641537640934409,0.23151440128032674,0.48915995818342595,0.35723178117792476,0.7427692670167998,0.25723073298320015,0.8776933269378099,0.12230667306219001,1.0
33,310.654,310.655,1.0,1.0,2,1,0.7630426416298364,0.22165152168442795,0.5176901600719443,0.2659336845464867,0.7797725748958091,0.22022742510419074,0.8811271120960822,0.11887288790391776,1.0
34,317.147,317.78,2.0,0.0,3,2,0.7606278513471642,0.22014735955289083,0.543367341771611,0.1977351745366308,0.8054813848745219,0.19451861512547802,0.8807737484914451,0.11922625150855498,-1.0
35,321.997,321.999,2.0,0.0,3,2,0.7611912592496541,0.22170884921371106,0.5659211440647499,0.14946323939703143,0.8235317711483733,0.17646822885162672,0.8803854061745818,0.11961459382541814,-1.0
36,327.973,334.974,2.0,1.0,4,2,0.7630734179520684,0.22284685257853232,0.5862195661285751,0.11473179261792366,0.8369995209764215,0.16300047902357856,0.8806750521099134,0.11932494789008673,-1.0
